name,date_x,score,genre,overview,orig_title,orig_lang,budget_x,country
The Descent: Part 2,04/27/2010,59.0,"Adventure,Horror,Thriller","Distraught,confused,and half-wild with fear,Sarah Carter emerges alone from the Appalachian cave system where she encountered unspeakable terrors. Unable to plausibly explain to the authorities what happened - or why she's covered in her friends' blood - Sarah is forced back to the subterranean depths to help locate her five missing companions.",The Descent: Part 2,English,6000200.0,US
The Animal,08/02/2001,51.0,Comedy,"When loser Marvin Mange is involved in a horrible car accident,he's brought back to life by a deranged scientist as half man and half animal. His newfound powers are awesome -- but their adverse side effects could take over his life. Now,Marvin must fight to control his crazy primal urges around his new squeeze,Rianna,and his rival,Sgt. Sisk,who both think he's one cool cat.",The Animal,English,22000000.0,AU
Causeway,10/28/2022,67.0,Drama,"A US soldier suffers a traumatic brain injury while fighting in Afghanistan and struggles to adjust to life back home in New Orleans. When she meets local mechanic James,the pair begin to forge an unexpected bond.",Causeway,English,75500000.0,US
Pushpa: The Rise - Part 1,12/17/2021,74.0,"Action,Drama,Thriller","Pushpa Raj is a coolie who rises in the world of red sandalwood smuggling. Along the way,he doesn’t shy from making an enemy or two.",పుష్పా - The Rise,Telugu,167200000.0,IN
Charlie's Angels,11/24/2000,58.0,"Action,Adventure,Comedy,Crime,Thriller","The captivating crime-fighting trio who are masters of disguise,espionage and martial arts are back! When a devious mastermind embroils them in a plot to destroy individual privacy,the Angels,aided by their loyal sidekick Bosley,set out to bring down the bad guys. But when a terrible secret is revealed,it makes the Angels targets for assassination.",Charlie's Angels,English,90000000.0,AU
Collide,08/05/2022,54.0,"Thriller,Drama,Crime","A gripping thriller chronicling three couples over the course of one fateful night in an LA restaurant. Hunter finds himself on an awkward blind date with the captivating Tamira,while a busboy and his girlfriend are hiding mounds of cocaine to score a big payday,and outside,Peter sits in his car observing his wife’s infidelity with the restaurant’s manager. Though all strangers,their stories are weaved together as they hurl towards an explosive end.",Collide,English,29200000.0,US
Cult of Chucky,10/03/2017,58.0,"Horror,Thriller","Confined to an asylum for the criminally insane,Nica Pierce is convinced that she,not Chucky,murdered her entire family. But when the psychiatrist introduces a new therapeutic Good Guy doll with a familiar face,a string of new,grisly deaths leads Nica to wonder if she isn't crazy after all.",Cult of Chucky,English,6500000.0,US
Primer,08/25/2005,68.0,"Science Fiction,Drama,Thriller","Friends and fledgling entrepreneurs invent a device in their garage which reduces the apparent mass of any object placed inside it,but they discover that it has some highly unexpected capabilities - ones that could enable them to do and to have seemingly anything they want. Taking advantage of this unique opportunity is the first challenge they face. Dealing with the consequences is the next.",Primer,English,7000.0,AU
Nausicaä of the Valley of the Wind,07/08/2004,79.0,"Adventure,Animation,Fantasy","After a global war,the seaside kingdom known as the Valley of the Wind remains one of the last strongholds on Earth untouched by a poisonous jungle and the powerful insects that guard it. Led by the courageous Princess Nausicaä,the people of the Valley engage in an epic struggle to restore the bond between humanity and Earth.",風の谷のナウシカ,Japanese,1000000.0,AU
The Theory of Everything,01/29/2015,79.0,"Drama,Romance","The Theory of Everything is the extraordinary story of one of the world’s greatest living minds,the renowned astrophysicist Stephen Hawking,who falls deeply in love with fellow Cambridge student Jane Wilde.",The Theory of Everything,English,15000000.0,AU
Lord of War,02/02/2006,73.0,"Crime,Drama,Thriller","Yuri Orlov is a globetrotting arms dealer and,through some of the deadliest war zones,he struggles to stay one step ahead of a relentless Interpol agent,his business rivals and even some of his customers who include many of the world's most notorious dictators. Finally,he must also face his own conscience.",Lord of War,English,42000000.0,AU
Memories of Murder,05/02/2003,81.0,"Crime,Drama,Thriller","1986 Gyunggi Province. The body of a young woman is found brutally raped and murdered. Two months later,a series of rapes and murders commences under similar circumstances. And in a country that had never known such crimes,the dark whispers about a serial murderer grow louder. A special task force is set up in the area,with two local detectives Park Doo-Man and Jo Young-Goo joined by a detective from Seoul who requested to be assigned to the case.",살인의 추억,Korean,2800000.0,KR
Creation,09/25/2009,64.0,"Drama,History","A psychological,heart-wrenching love story that provides a unique and inside look at Charles Darwin. Torn between faith and science,he struggles to finish his legendary book On the Origin of the Species, which goes on to become the foundation for evolutionary biology.",Creation,English,51400000.0,GB
Dragons: Gift of the Night Fury,11/15/2011,71.0,"Animation,Comedy,Adventure,Family","Hiccup and Toothless go on an exciting adventure and discover an island of new dragons.",Dragons: Gift of the Night Fury,English,194000000.0,US
What Men Want,02/08/2019,62.0,"Comedy,Romance","Magically able to hear what men are thinking,a sports agent uses her newfound ability to turn the tables on her overbearing male colleagues.",What Men Want,English,20000000.0,AU
Sex with Love,03/27/2003,66.0,"Comedy,Romance","In Santiago,Chile,the schoolteacher Luisa proposes a debate about sex with the parents of her students with the intention of giving classes about sex education to the youngsters.",Sexo con amor," Spanish,Castilian",63800000.0,US
Midnight Sun,03/23/2018,78.0,"Romance,Drama","Katie,a 17-year-old,has been sheltered since childhood and confined to her house during the day by a rare disease that makes even the smallest amount of sunlight deadly. Fate intervenes when she meets Charlie and they embark on a summer romance.",Midnight Sun,English,2800000.0,AU
Dragonheart: Vengeance,02/04/2020,69.0,"Fantasy,Action,Adventure","Lukas,a young farmer whose family is killed by savage raiders in the countryside,sets out on an epic quest for revenge,forming an unlikely trio with a majestic dragon and a swashbuckling,sword-fighting mercenary,Darius.",Dragonheart: Vengeance,English,155400000.0,US
The Experiment,07/15/2010,64.0,"Thriller,Drama","20 men are chosen to participate in the roles of guards and prisoners in a psychological study that ultimately spirals out of control.",The Experiment,English,21800000.0,US
Red Tails,01/20/2012,65.0,"Drama,Action,Adventure,History,War","The story of the Tuskegee Airmen,the first African-American pilots to fly in a combat squadron during World War II.",Red Tails,English,58000000.0,US
The Girl Who Leapt Through Time,05/24/2008,78.0,"Fantasy,Animation,Drama,Science Fiction","When 17-year-old Makoto Konno gains the ability to,quite literally,leap backwards through time,she immediately sets about improving her grades and preventing personal mishaps. However,she soon realises that changing the past isn't as simple as it seems,and eventually,will have to rely on her new powers to shape the future of herself and her friends.",時をかける少女,Japanese,44461148.0,AU
Halo: Nightfall,02/05/2014,70.0,Science Fiction,"Set between the events of Halo 4 and Halo 5: Guardians… Halo: Nightfall tells the dramatic story of legendary man hunter and Naval Intelligence Officer Jameson Locke and his team as they are caught in a horrific biological attack while investigating terrorist activity on the distant colony world of Sedra. As they unravel a plot that draws them to an ancient,hellish artifact,they will be forced to fight for their survival,question everything and ultimately choose between their loyalty and their lives.",Halo: Nightfall,English,107400000.0,US
10 Cloverfield Lane,03/10/2016,70.0,"Thriller,Science Fiction,Drama,Horror","After getting in a car accident,a woman is held in a shelter with two men,who claim the outside world is affected by a widespread chemical attack.",10 Cloverfield Lane,English,15000000.0,AU
Baise-moi,06/28/2000,49.0,"Crime,Drama,Romance,Thriller","Manu has lived a difficult life. Abused and violently raped,she sets off to find herself only to meet Nadine,a prostitute who has encountered one too many injustices in the world. Angry at the world,they embark on a twisted,rage-filled road trip. They choose to have sex when they please and kill when they need. Leaving a trail of mischief and dead bodies in their wake. Generating a media blitz and manhunt,soon everyone is out to capture the young fugitives.",Baise-moi,French,3001100.0,FR
The Sensuous Nurse,12/19/1975,55.0,Comedy,"Greedy relatives hire a sensual caregiver to hasten the demise of a wealthy count suffering from a heart condition.",L'infermiera,Italian,70800000.0,IT
CHiPS,03/24/2017,61.0,"Action,Comedy,Crime","The adventures of two California Highway Patrol motorcycle officers as they make their rounds on the freeways of Los Angeles.",CHiPS,English,25000000.0,US
The Nun,11/03/2005,55.0,"Horror,Mystery","Years ago,a cruel and merciless nun turned a boarding school into a living hell for her students until they could no longer bear the abuse,and she mysteriously disappeared. Now the alumnae are being brutally murdered one by one.",La monja," Spanish,Castilian",22000000.0,ES
The Warrior's Way,01/26/2011,66.0,"Adventure,Fantasy,Action,Western,Thriller","A warrior-assassin is forced to hide in a small town in the American Badlands after refusing a mission.",The Warrior's Way,English,42000000.0,AU
Security,08/04/2017,62.0,"Action,Thriller,Crime","An ex-special services veteran,down on his luck and desperate for work,takes a job as a security guard at a run-down mall in a rough area of town. On his first night on the job,he opens the door to a distraught and desperate young girl who has fled the hijacking of a Police motorcade that was transporting her to testify as a witness in a trial. Hot on her heels is the psychopathic hijacker and his team of henchmen,who will stop at nothing to extract and eliminate the witness.",Security,English,15000000.0,US
Gone with the Wind,05/01/1940,80.0,"Drama,War,Romance","The spoiled daughter of a Georgia plantation owner conducts a tumultuous romance with a cynical profiteer during the American Civil War and Reconstruction Era.",Gone with the Wind,English,3900000.0,AU
Berserk: The Golden Age Arc III - The Advent,05/12/2014,77.0,"Action,Adventure,Drama,Fantasy,Animation","A year has passed since Guts parted ways with the Band of the Hawks. Meanwhile,his former mercenary group is plotting a rescue mission to save an imprisoned Griffith.",ベルセルク 黄金時代篇III 降臨,Japanese,124200000.0,AU
Pet Sematary,04/21/1989,66.0,"Horror,Drama","Dr. Louis Creed's family moves into the country house of their dreams and discover a pet cemetery at the back of their property. The cursed burial ground deep in the woods brings the dead back to life -- with minor problems. At first,only the family's cat makes the return trip,but an accident forces a heartbroken father to contemplate the unthinkable.",Pet Sematary,English,21000000.0,US
Pet Sematary,04/21/1989,66.0,"Horror,Drama","Dr. Louis Creed's family moves into the country house of their dreams and discover a pet cemetery at the back of their property. The cursed burial ground deep in the woods brings the dead back to life -- with minor problems. At first,only the family's cat makes the return trip,but an accident forces a heartbroken father to contemplate the unthinkable.",Pet Sematary,English,11500000.0,US
Patriots Day,12/12/2016,70.0,"Action,Crime,Drama,History,Thriller","In the aftermath of an unspeakable act of terror,Police Sergeant Tommy Saunders joins courageous survivors,first responders and investigators in a race against the clock to hunt down the Boston Marathon bombers before they strike again.",Patriots Day,English,40000000.0,AU
Warm Bodies,04/11/2013,64.0,"Horror,Comedy,Romance","After a zombie becomes involved with the girlfriend of one of his victims,their romance sets in motion a sequence of events that might transform the entire lifeless world.",Warm Bodies,English,30000000.0,AU
The Princess,08/11/2022,70.0,"Documentary,History","Decades after her untimely death,Princess Diana continues to evoke mystery,glamour,and the quintessential modern fairy tale gone wrong. As a symbol of both the widening fissures weakening the British monarchy and the destructive machinery of the press,the Princess of Wales navigated an unparalleled rise to fame and the corrosive challenges that came alongside it. Crafted entirely from immersive archival footage and free from the distraction of retrospective voices,this hypnotic and audaciously revealing documentary takes a distinctive formal approach,allowing the story of the People’s Princess to unfold before us like never before.",The Princess,English,67140000.0,AU
The Amityville Horror,04/14/2005,61.0,Horror,"This hair-raising remake of the 1979 horror hit depicts the ordeal of the Lutz clan,whose new home has a gory past and a legacy of demons. Before long,the family patriarch is plagued by nightmares and his daughter is seeing phantoms.",The Amityville Horror,English,18500000.0,AU
A.I. Artificial Intelligence,09/13/2001,70.0,"Drama,Science Fiction,Adventure","David,a robotic boy—the first of his kind programmed to love—is adopted as a test case by a Cybertronics employee and his wife. Though he gradually becomes their child,a series of unexpected circumstances make this life impossible for David.",A.I. Artificial Intelligence,English,100000000.0,AU
Scars 2,02/01/2007,84.0,Drama,"Diana Golden and Martha Ortiz are the stars of this shocking video in which Juan Carlos; one of the characters learned that being a true macho is imposing your will on others regardless of whether it destroys dignity or feelings. He himself witnessed the mistreatment and outrageous life that his mother suffered as a wife and woman because of his father's machismo. This chain of machismo almost destroyed her life and that of her family. But God has mercy on his life and Juan Carlos finds Jesus and a new life: that of a man transformed into the image of the true man of Christ Jesus.",Cicatrices 2," Spanish,Castilian",143000000.0,MX
Young Sister-in-Law 5,11/20/2019,66.0,Romance,"Tae-soo is getting ready for a job in a single room that isn't soundproof and ends up calling his university senior,Woo-seong. Woo-seong recently hit the jackpot with stocks and is running a share-house near Seoul. Tae-soo explains his situation to Woo-seong and Woo-seong welcomes him to his home. When he arrives,he sees a naked woman and mistakes Bong-soon for his senior's wife...",어린 형수 5,Korean,53340524.0,KR
Chained Heat,05/27/1983,52.0,"Action,Crime,Drama,Thriller","Linda Blair plays Carol,a young woman who must serve 18 months in prison after driving drunk and killing a man. The prison turns out to be brimming with decadence,corruption and sleaze,where the other female inmates are sadistic crack-selling lesbian rapists and the guards and warden are no better.",Chained Heat,English,1250000.0,US
Female Urologists 3,12/03/2020,35.0,"Drama,Romance","Haeil,wounded by his wife's words of 'premature ejaculation',goes to a urology department. But because the doctor is a woman,she is so surprised and embarrassed that she tries to go out. Then,a word from a woman doctor catches him. How long will you live with premature ejaculation?. After that,after receiving special treatment,the beautiful female doctor Jeongyeon and glamor nurse Mijoo,Haeil gradually became a man loved by his wife.",비뇨기과 여의사들3,Korean,47310000.0,KR
Dr. No,05/06/1963,70.0,"Adventure,Action,Thriller","In the film that launched the James Bond saga,Agent 007 battles mysterious Dr. No,a scientific genius bent on destroying the U.S. space program. As the countdown to disaster begins,Bond must go to Jamaica,where he encounters beautiful Honey Ryder,to confront a megalomaniacal villain in his massive island headquarters.",Dr. No,English,1000000.0,AU
The Underground Banker,01/22/1994,55.0,Drama,"A man's family is torn apart when his wife takes a loan from a loan shark who will stop at nothing to get his money back.",香港奇案之吸血貴利王,Cantonese,142000000.0,HK
Tad the Lost Explorer and the Secret of King Midas,08/25/2017,66.0,"Animation,Adventure,Comedy,Family","Tad dreams of becoming an archaeologist traveling the world,uncovering hidden secrets and lost treasure,but his job working construction keeps him daydreaming instead of exploring. The chance of a lifetime comes when he is invited to attend archaeologist Sara Lavrof's presentation of her latest discovery - the papyrus that proves the existence of the Necklace of Midas,the legendary King who turned everything he touched into solid gold.",Tadeo Jones 2: El secreto del rey Midas," Spanish,Castilian",10778400.0,ES
National Lampoon's Vacation,10/20/1983,71.0,"Comedy,Adventure","Clark Griswold is on a quest to take his family to the Walley World theme park for a vacation,but things don't go exactly as planned.",National Lampoon's Vacation,English,15000000.0,AU
Female Hostel 2,03/22/2018,15.0,"Romance,Drama","At a women's boarding house,the ladies like to be pampered and served by the men and expect satisfaction of all of their desires.",여자 하숙집2,Korean,88000040.0,KR
Inkheart,04/02/2009,63.0,"Adventure,Family,Fantasy","The adventures of a father and his young daughter,in their search for a long lost book that will help reunite a missing,close relative.",Inkheart,English,60000000.0,AU
Re:ZERO -Starting Life in Another World- The Frozen Bond,11/08/2019,77.0,"Animation,Drama,Thriller,Fantasy","Covered in ice and snow,Elior Forest is the home to dangerous magical beasts and 50 elves frozen in ice. One day,the great spirit Puck helps a young girl break out of her ice prison. Her name is Emilia,a half-elf born with silver hair,long ears,and amethyst eyes—features that resemble the evil Witch who destroyed half the world long ago.  Shunned by society because of her appearance,Emilia dwells in the forest with Puck as her sole companion and family. Burdened with a sin of destruction she does not remember committing,she spends her days trying to find a way to help her frozen kin. But when the great spirit Melakuera,the Arbitrator of the world,finds Emilia,her right to stay alive is brought into question. Will the bonds of ice she formed with Puck prove to be the warm thread that defies fate?",Re:ゼロから始める異世界生活 氷結の絆,Japanese,168400000.0,JP
Transformers: Revenge of the Fallen,06/24/2009,62.0,"Science Fiction,Action,Adventure","Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols,the Decepticons target him and he is dragged back into the Transformers' war.",Transformers: Revenge of the Fallen,English,210000000.0,AU
Swingers Party with My Friend,11/10/2019,58.0,Romance,"Sin-wook and Dong-soo have been friends since they were kids. Sin-wook and his wife swap partners with Dong-soo and his wife. They start playing Strip Go Stop and the game gets serious. The four of them have sex,but they end up falling for each others' wives and husbands and even meet in secret. One day,when their sex life reaches its peak,Sin-wook's wife,Yeon-hee,gets pregnant,not knowing whose baby it is. Her relationship with Sin-wook is on thin ice and then the baby is born. They do a DNA test to find out who the father is.",친구부부,Korean,85100000.0,KR
The Last Exorcism Part II,03/01/2013,47.0,"Horror,Thriller","As Nell Sweetzer tries to build a new life after the events of the first movie,the evil force that once possessed her returns with an even more horrific plan.",The Last Exorcism Part II,English,4000000.0,US
Guy Ritchie's The Covenant,04/21/2023,0.0,"Action,Drama,War","After an ambush,Afghan interpreter Ahmed goes to Herculean lengths to save US Army Sergeant John Kinley's life. When Kinley learns that Ahmed and his family were not given safe passage to America as promised,he must repay his debt by returning to the war zone to retrieve them before the Taliban hunts them down.",Guy Ritchie's The Covenant,English,55000000.0,US
The Cursed,02/18/2022,69.0,"Horror,Fantasy,Mystery","In the late 19th century,a brutal land baron slaughters a Roma clan,unleashing a curse on his family and village. In the days that follow,the townspeople are plagued by nightmares,the baron's son goes missing,and a boy is found murdered. The locals suspect a wild animal,but a visiting pathologist warns of a more sinister presence lurking in the woods.",The Cursed,English,2489917.0,US
Step-Brother 2,11/06/2018,56.0,Romance,"What about It’s not my family yet! Min-joo lived alone with her mother without her father. One day,my mother introduces a person who will become my step-dad. And even his new brother... After a while,Min-joo lives with his mother at his step-dad's house. She tries to release her confused mind through sex with her boyfriend,but her mind is still empty. However,Min-ju,who was increasingly attracted by the warm heart of her new brother who lived with her,He stretched out a hand of temptation to tell him the sex,The two gradually develop into a relationship more than a sibling...​",새오빠2,Korean,80300000.0,KR
Shot Caller,11/30/2017,69.0,"Crime,Drama,Thriller","A newly-released prison gangster is forced by the leaders of his gang to orchestrate a major crime with a brutal rival gang on the streets of Southern California.",Shot Caller,English,93200000.0,AU
The Dreamers,09/01/2003,72.0,"Drama,Romance","When Isabelle and Theo invite Matthew to stay with them,what begins as a casual friendship ripens into a sensual voyage of discovery and desire in which nothing is off limits and everything is possible.",The Dreamers,English,15000000.0,US
Cherry,03/12/2021,74.0,"Drama,Crime","Cherry drifts from college dropout to army medic in Iraq - anchored only by his true love,Emily. But after returning from the war with PTSD,his life spirals into drugs and crime as he struggles to find his place in the world.",Cherry,English,40000000.0,AU
Cheaper by the Dozen,03/18/2022,65.0,"Family,Comedy","This remake of the beloved classic follows the raucous exploits of a blended family of 12,the Bakers,as they navigate a hectic home life while simultaneously managing their family business.",Cheaper by the Dozen,English,40000000.0,AU
Source Code,05/05/2011,73.0,"Thriller,Science Fiction,Mystery","When decorated soldier Captain Colter Stevens wakes up in the body of an unknown man,he discovers he's part of a mission to find the bomber of a Chicago commuter train.",Source Code,English,32000000.0,AU
The Mist,11/21/2007,69.0,"Horror,Science Fiction,Thriller","After a violent storm,a dense cloud of mist envelops a small Maine town,trapping artist David Drayton and his five-year-old son in a local grocery store with other people. They soon discover that the mist conceals deadly horrors that threaten their lives,and worse,their sanity.",The Mist,English,13000000.0,US
Friday the 13th Part VI: Jason Lives,08/01/1986,62.0,"Horror,Mystery,Thriller","Tommy Jarvis,tormented by the fear that Jason Voorhees isn't really dead,unwittingly resurrects the mass murderer for another bloody rampage.",Friday the 13th Part VI: Jason Lives,English,3000000.0,US
Jokyoshi Nikki 2 Abakareta Sei,06/13/1996,0.0,,"We don't have an overview translated in English. Help us expand our database by adding one.",女教師日記２　暴かれた性,Japanese,167540000.0,JP
A Christmas Carol,11/05/2009,69.0,"Animation,Family,Drama,Fantasy","Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence,what opportunities he wasted in his youth,his current cruelties,and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness,and must decide what his own future will hold: death or redemption.",A Christmas Carol,English,200000000.0,AU
High School Musical 2,08/17/2007,65.0,"Comedy,Drama,Family,Music,Romance,TV Movie","The East High Wildcats are gearing up for big fun as they land the coolest summer jobs imaginable. Troy,Gabriella,Chad,and Taylor have scored sweet gigs at the Lava Springs Country Club owned by Sharpay and Ryan's family. Sharpay's first rule of business: Get Troy. As Troy experiences a life of privilege he's never known,will he give up the Wildcats and Gabriella to rise to the top?",High School Musical 2,English,7000000.0,US
Air,10/28/2015,49.0,"Science Fiction,Thriller","In the near future,breathable air is nonexistent. Virtually all of humanity has disappeared,and those chosen to reestablish society reside in a controlled state of suspended animation. Two engineers tasked with guarding the last hope for mankind struggle to preserve their own sanity and lives while administering to the vital task at hand.",Air,English,103600000.0,AU
Batman Beyond: Return of the Joker,12/12/2000,73.0,"Animation,Family,Action,Science Fiction","The Joker is back with a vengeance,and Gotham's newest Dark Knight,Terry McGinnis,needs answers as he stands alone to face Gotham's most infamous Clown Prince of Crime.",Batman Beyond: Return of the Joker,English,84000000.0,US
Get Smart With Money,09/06/2022,62.0,Documentary,"Financial advisers share their simple tips on spending less and saving more with people looking to take control of their funds and achieve their goals.",Get Smart With Money,English,107200000.0,US
Deep Impact,06/18/1998,62.0,"Action,Drama,Science Fiction","A seven-mile-wide space rock is hurtling toward Earth,threatening to obliterate the planet. Now,it's up to the president of the United States to save the world. He appoints a tough-as-nails veteran astronaut to lead a joint American-Russian crew into space to destroy the comet before impact. Meanwhile,an enterprising reporter uses her smarts to uncover the scoop of the century.",Deep Impact,English,80000000.0,AU
Mother's Job,07/27/2017,38.0,"Romance,Drama","A young man falls in love with his friend's mother.  Hyun-woo,who returned to the military,starts a part-time job at a bar in a difficult situation,where he meets Yoo-sun,a woman who captures the hearts of customers with her skillful ways. Then one day,Hyun-woo,who was alone with her,finds himself in a shock with his friends Min-seok and Yoo-sun. When Hyun-woo confesses the truth after a hard time,Yoo-sun asks her to keep her relationship secret. Hyun-woo,who failed to reject Min-seok's proposal to live in his own home,begins a breathtaking cohabitation with Yoo-sun.",엄마의 직업,Korean,51570000.0,KR
Operation Red Sea,02/23/2018,71.0,"Action,Thriller,War,Drama","A squad of the Jiaolong Commando Unit - Sea Dragon,a spec ops team of the Chinese Navy,carries out a hostage rescue operation in the nation of Yewaire,on the Arabian Peninsula,and fiercely fights against local rebel groups and Zaka,a terrorist organization.",红海行动,Chinese,70000000.0,AU
The Noel Diary,11/24/2022,64.0,"Romance,Comedy,Drama","Cleaning out his childhood home at Christmas,a novelist meets a woman searching for her birth mother. Will an old diary unlock their pasts — and hearts?",The Noel Diary,English,107000000.0,US
Fucking Different XXX,02/08/2012,72.0,Drama,"In Fucking Different XXX,the passion for explicit sex scenes brought eight international filmmakers together. The eight short films shot in Paris,Berlin and San Francisco are about intensive sex,quick sex,romantic sex,funny sex,the first sex,and the last sex. The range goes from a lesbian quickie in the toilet,a bloodthirsty orgy,romantic fisting all the way to wet teenage dreams. The result is a never seen before look upon sexual tastes and varieties,far from clichés,with a fresh and sometimes humorous approach.",Fucking Different XXX,English,81200000.0,DE
The Babysitters,05/09/2008,59.0,Drama,"Seventeen-year-old Shirley is a good student who works as a babysitter in order to make money for college. One night Michael,a father Shirley works for,confesses he's unhappy with married life. Shirley has a crush on Michael,and seizes this moment to kiss him. Michael is so happy he presents Shirley with a big tip,which gives her an idea. Shirley plans to make extra money by setting up her teenage friends with other unhappy fathers.",The Babysitters,English,5838800.0,US
Kimetsu Orchestra Concert,08/25/2021,81.0,Music,"The orchestra concert of the TV Anime Demon Slayer: Kimetsu no Yaiba is a live performance on the various music used in the anime. Clips from the anime will be shown on a screen,allowing one to enjoy the world of the work.",「鬼滅の刃」オーケストラコンサート~鬼滅の奏~,Japanese,180000000.0,JP
Bao,06/15/2018,76.0,"Animation,Family,Fantasy","An aging Chinese mom suffering from empty nest syndrome gets another chance at motherhood when one of her dumplings springs to life as a lively,giggly dumpling boy.",Bao,English,121000000.0,US
Blackhat,05/13/2015,55.0,"Crime,Thriller,Action","Nicholas Hathaway,a furloughed convict,and his American and Chinese partners hunt a high-level cybercrime network from Chicago to Los Angeles to Hong Kong to Jakarta. As Hathaway closes in,the stakes become personal as he discovers that the attack on a Chinese nuclear power plant was just the beginning.",Blackhat,English,70000000.0,AU
365 Days,06/09/2020,71.0,"Romance,Drama","A woman falls victim to a dominant mafia boss,who imprisons her and gives her one year to fall in love with him.",365 dni,Polish,25874800.0,AU
Avengers Grimm,03/17/2015,40.0,"Action,Fantasy","When Rumpelstiltskin destroys the Magic Mirror and escapes to the modern world,the four princesses of Once Upon a Time-Cinderella,Sleeping Beauty,Snow White,and Rapunzel-are sucked through the portal too. Well-trained and endowed with magical powers,the four women must fight Rumpelstiltskin and his army of thralls before he enslaves everyone on Earth.",Avengers Grimm,English,117000000.0,US
Lethal Weapon,05/28/1987,73.0,"Adventure,Action,Comedy,Thriller,Crime","Veteran buttoned-down LAPD detective Roger Murtaugh is partnered with unhinged cop Martin Riggs,who -- distraught after his wife's death -- has a death wish and takes unnecessary risks with criminals at every turn. The odd couple embark on their first homicide investigation as partners,involving a young woman known to Murtaugh with ties to a drug and prostitution ring.",Lethal Weapon,English,15000000.0,AU
One Piece: Clockwork Island Adventure,03/03/2001,70.0,"Action,Animation,Adventure","Relaxing on a cozy beach,the Straw Hat Pirates are taking a rest from their quest. Right until Luffy noticed the Going Merry has been hijacked and sailed off from the beach. This leads them to search the ship and find the thief who took it from them. They ran into a duo named the Theif Brothers,who informed them that their ship was stolen by a group of pirates called the Trump Kyoudai. When they encountered the Trump Pirates,Nami ended up getting kidnapped as well as Luffy's hat. They tracked down the pirates to their base on Clockwork Island. Now Luffy,Zoro,Sanji,Usopp,and the Theif Brothers must reclaim the Going Merry,Save Nami,and get back Shank's straw hat.",ワンピース ねじまき島の冒険,Japanese,94040000.0,JP
They/Them,07/24/2022,51.0,"Horror,Thriller","Campers at an LGBTQ+ conversion camp endure unsettling psychological techniques while the campsite is stalked by a mysterious killer.",They/Them,English,144000000.0,US
Hellraiser,10/22/1987,69.0,"Horror,Thriller","After tinkering with a box he bought while abroad,sexual deviant Frank inadvertently opens a portal to hell,where fetish-demons led by Pinhead tear his body apart. When Frank’s brother and his wife move into his house,a skeletal Frank appears to his sister-in-law and asks her to supply him with corpses for his regeneration.",Hellraiser,English,1000000.0,AU
School of Rock,02/06/2004,71.0,"Comedy,Music,Family","Fired from his band and hard up for cash,guitarist and vocalist Dewey Finn finagles his way into a job as a fifth-grade substitute teacher at a private school,where he secretly begins teaching his students the finer points of rock 'n' roll. The school's hard-nosed principal is rightly suspicious of Finn's activities. But Finn's roommate remains in the dark about what he's doing.",School of Rock,English,20000000.0,AU
Turbo: A Power Rangers Movie,03/27/1997,58.0,"Action,Adventure,Family,Fantasy,Science Fiction","The legendary Power Rangers must stop the evil space pirate Divatox from releasing the powerful Maligore from his volcanic imprisonment on the island of Muranthias,where only the kindly wizard Lerigot has the key to release him. The hope of victory lies in the Ranger's incredible new Turbo powers and powerful Turbo Zords.",Turbo: A Power Rangers Movie,English,10000000.0,US
Gone in Sixty Seconds,08/06/2000,64.0,"Action,Crime,Thriller","Upon learning that he has to come out of retirement to steal 50 cars in one night to save his brother Kip's life,former car thief Randall Memphis Raines enlists help from a few boost happy pals to accomplish a seemingly impossible feat. From countless car chases to relentless cops,the high-octane excitement builds as Randall swerves around more than a few roadblocks to keep Kip alive.",Gone in Sixty Seconds,English,90000000.0,AU
The Empire of Corpses,10/02/2015,60.0,"Animation,Mystery,Horror,Science Fiction","The story takes place in 19th century Europe,and revolves around John Watson. He is scouted by the government to become a secret agent. However,Watson lives in a world where Frankensteins—human corpses that are re-purposed with a false soul in order to use them as laborers—are used to improve industrial development.",屍者の帝国,Japanese,76600000.0,JP
Unhinged,07/30/2020,64.0,"Action,Thriller","A divorced mother honks impatiently at a deranged middle-aged stranger at a red light while running late on her way to work. His road rage escalates to horrifyingly psychotic proportions as he becomes single-mindedly determined to teach her a deadly lesson for provoking him.",Unhinged,English,33000000.0,AU
Batman Forever,06/29/1995,54.0,"Action,Crime,Fantasy","Batman must battle a disfigured district attorney and a disgruntled former employee with help from an amorous psychologist and a young circus acrobat.",Batman Forever,English,100000000.0,AU
Woman with Pierced Nipples,04/15/1983,44.0,Drama,"A lovesick midinette ends up accepting a date with a stranger who buys her flowers every day. Charmed by his playboy physique,she moves in with him and submits to his fantasies.",乳首にピアスをした女,Japanese,97300000.0,JP
Home Alone 4,11/03/2002,45.0,"Comedy,Family,TV Movie","Kevin McCallister's parents have split up. Now living with his mom,he decides to spend Christmas with his dad at the mansion of his father's rich girlfriend,Natalie. Meanwhile robber Marv Merchants,one of the villains from the first two movies,partners up with a new criminal named Vera to hit Natalie's mansion.",Home Alone 4,English,134300000.0,US
