name,date_x,score,genre,overview,orig_title,orig_lang,budget_x,country
Secret Society of Second Born Royals,09/25/2020,68.0,"Action,Adventure,Comedy,Fantasy","Sam is a teenage royal rebel,second in line to the throne of the kingdom of Illyria. Just as her disinterest in the royal way of life is at an all-time high,she discovers she has super-human abilities and is invited to join a secret society of similar extraordinary second-born royals charged with keeping the world safe.",Secret Society of Second Born Royals,English,156000000.0,US
King Kong,12/14/2005,69.0,"Adventure,Drama,Action","In 1933 New York,an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island,where they encounter Kong,a giant ape who is immediately smitten with the leading lady.",King Kong,English,207000000.0,AU
King Kong,12/14/2005,69.0,"Adventure,Drama,Action","In 1933 New York,an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island,where they encounter Kong,a giant ape who is immediately smitten with the leading lady.",King Kong,English,23000000.0,AU
King Kong,12/14/2005,69.0,"Adventure,Drama,Action","In 1933 New York,an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island,where they encounter Kong,a giant ape who is immediately smitten with the leading lady.",King Kong,English,672000.0,AU
Resident Evil: Vendetta,05/27/2017,69.0,"Animation,Horror,Adventure,Mystery,Action,Science Fiction","BSAA Chris Redfield enlists the help of government agent Leon S. Kennedy and Professor Rebecca Chambers from Alexander Institute of Biotechnology to stop a death merchant with a vengeance from spreading a deadly virus in New York.",バイオハザード ヴェンデッタ,Japanese,176600000.0,JP
Conan the Barbarian,08/18/2011,53.0,"Adventure,Fantasy,Action","A quest that begins as a personal vendetta for the fierce Cimmerian warrior soon turns into an epic battle against hulking rivals,horrific monsters,and impossible odds,as Conan realizes he is the only hope of saving the great nations of Hyboria from an encroaching reign of supernatural evil.",Conan the Barbarian,English,90000000.0,AU
Conan the Barbarian,08/18/2011,53.0,"Adventure,Fantasy,Action","A quest that begins as a personal vendetta for the fierce Cimmerian warrior soon turns into an epic battle against hulking rivals,horrific monsters,and impossible odds,as Conan realizes he is the only hope of saving the great nations of Hyboria from an encroaching reign of supernatural evil.",Conan the Barbarian,English,20000000.0,AU
The Wrath of God,06/15/2022,64.0,"Thriller,Drama","Convinced the tragic deaths of her loved ones were orchestrated by a famous novelist she worked for,Luciana turns to a journalist to expose her truth.",La ira de Dios," Spanish,Castilian",88600000.0,AR
Dragon Ball: Episode of Bardock,12/17/2011,69.0,"Action,Animation,Science Fiction","A spin-off scenario taking place after the events of the TV special Dragon Ball Z: Bardock - The Father of Goku,in which Bardock survives the destruction of Planet Vegeta and is sent into the past,combating Frieza's ancestor Chilled and turning into a Super Saiyan.",ドラゴンボール エピソード オブ バーダック,Japanese,154000000.0,JP
Police Academy,04/19/1984,67.0,"Comedy,Crime","New rules enforced by the Lady Mayoress mean that sex,weight,height and intelligence need no longer be a factor for joining the Police Force. This opens the floodgates for all and sundry to enter the Police Academy,much to the chagrin of the instructors. Not everyone is there through choice,though. Social misfit Mahoney has been forced to sign up as the only alternative to a jail sentence and it doesn't take long before he falls foul of the boorish Lieutenant Harris. But before long,Mahoney realises that he is enjoying being a police cadet and decides he wants to stay... while Harris decides he wants Mahoney out!",Police Academy,English,4500000.0,AU
Wrong Turn 6: Last Resort,10/14/2014,54.0,Horror,"A sudden and mysterious inheritance brings Danny and his friends to Hobb Springs,a forgotten resort deep in the West Virginia hills. Hobb Springs is being looked after under the watchful care of Jackson and Sally,a socially awkward couple who introduce Danny to the long lost family he's never known. A clan by the name of Hillicker. But soon Danny learns his relatives have a different way of living,that for generations,the Hillickers have observed ancient traditions rooted in cannibalism and other taboo rituals.",Wrong Turn 6: Last Resort,English,1200000.0,US
The Devil's Advocate,01/01/1998,74.0,"Drama,Mystery,Thriller,Horror","Aspiring Florida defense lawyer Kevin Lomax accepts a job at a New York law firm. With the stakes getting higher every case,Kevin quickly learns that his boss has something far more evil planned.",The Devil's Advocate,English,57000000.0,AU
The Grudge,01/30/2020,55.0,"Horror,Mystery","After a young mother murders her family in her own house,a detective attempts to investigate the mysterious case,only to discover that the house is cursed by a vengeful ghost. Now targeted by the demonic spirits,the detective must do anything to protect herself and her family from harm.",The Grudge,English,10000000.0,AU
The Grudge,01/30/2020,55.0,"Horror,Mystery","After a young mother murders her family in her own house,a detective attempts to investigate the mysterious case,only to discover that the house is cursed by a vengeful ghost. Now targeted by the demonic spirits,the detective must do anything to protect herself and her family from harm.",The Grudge,English,10000000.0,AU
Speed,06/30/1994,71.0,"Action,Adventure,Crime","Los Angeles SWAT cop Jack Traven is up against bomb expert Howard Payne,who's after major ransom money. First it's a rigged elevator in a very tall building. Then it's a rigged bus--if it slows,it will blow,bad enough any day,but a nightmare in LA traffic. And that's still not the end.",Speed,English,30000000.0,AU
Batman: Death in the Family,10/13/2020,72.0,"Animation,Action","Tragedy strikes the Batman's life again when Robin Jason Todd tracks down his birth mother only to run afoul of the Joker. An adaptation of the 1988 comic book storyline of the same name.",Batman: Death in the Family,English,86800000.0,US
Cherry Magic! THE MOVIE,04/08/2022,70.0,"Comedy,Romance","Adachi and Kurosawa are now in a relationship. While they are happily dating and enjoying their office romance,Adachi is offered a job transfer. Adachi is happy to have the chance to do the work he wants,but the new job is far away in Nagasaki,1200 km away. Will their love have a happy ending?",チェリまほ THE MOVIE 〜30歳まで童貞だと魔法使いになれるらしい〜,Japanese,96140000.0,JP
White Snake,01/11/2019,77.0,"Romance,Animation,Fantasy","One day a young woman named Blanca is saved by Xuan,a snake catcher from a nearby village. She has lost her memory,and together they go on a journey to discover her real identity,developing deeper feelings for one another along the way. But as they learn more about her past,they uncover a darker plot of supernatural forces vying for power,with the fate of the world hanging in the balance.",白蛇：缘起,Chinese,11936735.0,CN
Infinity Pool,05/11/2023,65.0,"Horror,Science Fiction,Thriller","While staying at an isolated island resort,James and Em are enjoying a perfect vacation of pristine beaches,exceptional staff,and soaking up the sun. But guided by the seductive and mysterious Gabi,they venture outside the resort grounds and find themselves in a culture filled with violence,hedonism,and untold horror.",Infinity Pool,English,4500000.0,AU
Psycho,09/21/1960,84.0,"Horror,Drama,Thriller","When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life,she ends up at the notorious Bates Motel,where manager Norman Bates cares for his housebound mother.",Psycho,English,20000000.0,AU
A Dog's Purpose,05/04/2017,76.0,"Adventure,Comedy,Fantasy,Family,Drama","A dog goes on quest to discover his purpose in life over the course of several lifetimes with multiple owners.",A Dog's Purpose,English,22000000.0,AU
Salt,08/19/2010,64.0,"Action,Mystery,Thriller","As a CIA officer,Evelyn Salt swore an oath to duty,honor and country. Her loyalty will be tested when a defector accuses her of being a Russian spy. Salt goes on the run,using all her skills and years of experience as a covert operative to elude capture. Salt's efforts to prove her innocence only serve to cast doubt on her motives,as the hunt to uncover the truth behind her identity continues and the question remains: Who is Salt?",Salt,English,130000000.0,AU
Sinister,11/01/2012,69.0,"Horror,Thriller,Mystery","True-crime writer Ellison Oswald is in a slump; he hasn't had a best seller in more than 10 years and is becoming increasingly desperate for a hit. So,when he discovers the existence of a snuff film showing the deaths of a family,he vows to solve the mystery. He moves his own family into the victims' home and gets to work. However,when old film footage and other clues hint at the presence of a supernatural force,Ellison learns that living in the house may be fatal.",Sinister,English,3000000.0,AU
Shin Ultraman,05/13/2022,71.0,"Drama,Action,Science Fiction","The Japanese government sets up a special task force to fight the giant creatures suddenly appearing across the country. Soon,the squad unexpectedly meets a giant silver humanoid who starts appearing every time a space monster attacks!",シン・ウルトラマン,Japanese,5900000.0,JP
Barbie: A Fairy Secret,03/15/2011,67.0,"Animation,Family,Fantasy","Get ready for Barbie: A Fairy Secret,an amazing adventure with Barbie where she discovers there are fairies living secretly all around us! When Ken is suddenly whisked away by a group of fairies,Barbie's two fashion stylist friends reveal they are actually fairies and that Ken has been taken to a magical secret fairy world not far away! Barbie and her rival Raquelle take off with the fairy friends on an action-packed journey to bring him back. Along the way they must stick together and learn that the real magic lies not just in the fairy world itself,but in the power of friendship.",Barbie: A Fairy Secret,English,66400000.0,US
